,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20
4926,4926,62,257,2775,4607,8126,2280,7746,161,7994,827,5946,6176,19,136,142,486,1039,1097,1170,1.0,0.4,0.4,0.4,0.4,0.3651483716701108,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4930,4930,7135,5966,8414,1562,3981,4136,4221,9154,622,1004,1478,1594,2110,2851,2964,3397,5152,6621,6831,1.0000000000000002,0.4020151261036848,0.3813850356982369,0.3418817293789138,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
4931,4931,134,7441,7795,1738,1754,3025,3573,3840,6138,7037,8328,8977,2115,3486,8661,5310,9170,63,1655,1.0,0.5,0.4780914437337574,0.4216370213557839,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379
4932,4932,6805,3520,9153,5018,4544,92,1880,1959,2181,5212,5254,6695,7646,7820,7919,8043,8525,1303,1403,1.0,0.4264014327112208,0.3354101966249684,0.3354101966249684,0.3061862178478972,0.2672612419124243,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158
4933,4933,4275,6997,7995,2744,6560,2354,4005,4425,4971,928,2965,2970,5982,6600,15,98,858,900,913,1.0,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3,0.2860387767736777,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919
4934,4934,6770,7667,8115,2461,4428,4816,5368,6065,6137,7629,7762,7823,7070,7785,236,2662,2681,3138,3776,1.0,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611
4935,4935,1488,4874,2895,2946,4892,5215,6992,7399,384,3080,4600,5892,6061,6520,7111,7611,7818,8706,35,1.0,0.3749999999999999,0.3749999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2236067977499789
4939,4939,229,5403,3973,4157,5867,6190,6270,6303,6492,1218,7179,7437,4237,2012,4108,4158,6094,2144,2224,1.0,0.4,0.3651483716701108,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2738612787525831,0.2631174057921088,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2236067977499789
4956,4956,2218,2706,1291,2217,2250,2709,2704,546,592,1210,1777,2216,2252,2254,2708,4959,8421,2968,2986,1.0,0.6,0.6,0.5,0.5,0.5,0.5,0.4767312946227962,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3813850356982369,0.3813850356982369
4957,4957,1777,2250,2251,2252,2706,2708,2709,2986,3883,7682,9,378,398,466,546,592,626,855,1104,1.0,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.3813850356982369,0.3354101966249684,0.3354101966249684,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
4959,4959,2968,546,592,1210,1291,2216,2217,2218,2254,4956,6553,7937,8421,7682,337,989,3067,9,140,1.0,0.4767312946227962,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3
4966,4966,1586,7413,1082,1885,3591,5360,6789,4971,6611,7156,6283,324,1287,1458,1463,2458,3422,3460,4420,1.0,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919,0.2108185106778919
4971,4971,4030,8103,81,510,919,1015,1471,2879,3162,3591,4195,5705,5736,6384,7240,7644,2411,5766,5918,0.9999999999999996,0.4780914437337574,0.3779644730092272,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3418817293789138,0.3418817293789138,0.3418817293789138
5002,5002,9072,1633,2944,2014,2263,3142,8103,307,395,545,617,712,965,1219,1223,1401,2009,2031,2077,1.0,0.4216370213557839,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5018,5018,3520,9153,6805,3623,619,6237,8620,8783,4544,6094,92,4932,5212,7919,1403,2940,4805,4882,5730,1.0000000000000002,0.4564354645876385,0.4564354645876385,0.4351941398892446,0.3849001794597505,0.3651483716701108,0.3651483716701108,0.3651483716701108,0.3481553119113957,0.3273268353539886,0.3273268353539886,0.3061862178478972,0.3061862178478972,0.3061862178478972,0.3061862178478972,0.2886751345948128,0.2886751345948128,0.2886751345948128,0.2886751345948128,0.2886751345948128
5037,5037,515,3457,340,964,628,2831,3013,9146,981,1305,2197,3254,3786,3864,4737,5982,263,1622,2729,1.0,0.2357022603955158,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2132007163556104,0.1443375672974064,0.1336306209562121,0.1336306209562121,0.1249999999999999,0.1249999999999999,0.1249999999999999,0.1249999999999999,0.1249999999999999,0.1249999999999999,0.1249999999999999,0.1249999999999999,0.1178511301977579,0.1178511301977579,0.1178511301977579
5062,5062,1825,6315,970,5403,8338,4237,991,3697,4555,6892,461,948,960,1502,2308,2311,2804,3215,3851,1.0,0.4,0.4,0.3651483716701108,0.3651483716701108,0.3651483716701108,0.3508232077228117,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5070,5070,8160,2246,5159,7136,285,1747,1906,2475,2751,2762,2799,3350,3425,3689,3922,5317,5938,6678,6709,1.0,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5084,5084,98,15,913,928,1496,927,1030,811,1191,1682,5487,5986,6298,8287,4135,2354,4108,7405,147,1.0000000000000002,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.3535533905932737,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2357022603955158
5110,5110,8976,3929,2621,6434,7692,9242,2652,2115,3486,4158,5992,8520,8661,8933,123,2172,4097,4616,5310,1.0000000000000002,0.3779644730092272,0.3535533905932737,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2886751345948128,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
5119,5119,797,2554,2907,3592,6991,619,791,1311,2383,3016,6213,6614,6804,7897,2328,1395,1721,2240,2936,1.0,0.3813850356982369,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2738612787525831,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611
5138,5138,2552,6525,9243,1623,5737,6813,8244,1251,2130,2691,3725,6621,6709,6985,7192,7338,7958,8287,632,1.0,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2041241452319315
5148,5148,913,1118,3914,277,907,957,4014,4133,6352,7094,510,1285,1682,2016,2164,2190,2637,4238,4604,1.0000000000000002,0.4444444444444444,0.3849001794597505,0.3849001794597505,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
5149,5149,613,927,4568,320,811,1423,1574,1631,3234,4430,4604,6056,7723,3761,4108,5734,5785,5992,7405,1.0,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787
5150,5150,3189,7343,6469,2805,2974,506,1185,1205,1705,2013,2055,2602,2794,2962,2996,3506,3699,4065,4403,1.0,0.8999999999999999,0.5270462766947299,0.5,0.3651483716701108,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5151,5151,8898,615,7168,1988,5301,1691,8160,899,989,1057,2949,6737,7529,7602,224,287,656,897,910,1.0,0.4216370213557839,0.4,0.4,0.3813850356982369,0.3813850356982369,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3
5152,5152,7586,4221,1004,2044,3397,3785,691,6312,414,2017,2166,3800,5350,7329,7417,650,1625,2299,2582,1.0,0.5,0.4216370213557839,0.4,0.4,0.4,0.4,0.3813850356982369,0.3813850356982369,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684
5153,5153,6114,8353,1308,1611,5818,4785,7070,8726,2662,3138,8436,414,2017,2166,3800,4301,5350,7329,7417,1.0,0.3813850356982369,0.3585685828003181,0.3,0.3,0.3,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787
5155,5155,4848,1214,2334,2833,6301,6355,2914,4144,7606,1230,6312,2328,1395,2240,2936,4057,414,1979,2017,1.0000000000000002,0.4216370213557839,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.2886751345948128,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848
5156,5156,3569,4070,6045,7061,6505,8782,7461,8104,6845,1555,8149,8623,53,422,671,701,780,787,789,1.0,0.7,0.7,0.7,0.7,0.6,0.5,0.4,0.4,0.3651483716701108,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5157,5157,1378,6611,5307,2901,43,142,395,1082,1742,1885,2031,2426,3146,3562,3793,3986,6554,6878,7241,1.0,0.4,0.3585685828003181,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5159,5159,8220,2475,6812,8160,2246,2756,7136,7967,656,1906,2762,2799,3350,3689,5070,5317,5569,5938,6678,1.0000000000000002,0.6324555320336759,0.5270462766947299,0.4020151261036848,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
5160,5160,6218,1367,4333,5445,6249,6528,0,506,1137,1934,2353,2802,3563,3624,3740,5373,5805,5998,6030,1.0,0.5,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5163,5163,3618,5212,6164,5298,6200,6500,19,89,478,1273,3898,6388,6431,6434,6604,6985,7162,7192,3475,1.0,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2132007163556104
5170,5170,1779,8082,3137,3442,4304,4915,6091,6522,6973,8544,1147,1297,1306,1882,1913,1916,2476,2713,3097,1.0000000000000002,0.3333333333333333,0.2721655269759087,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
5190,5190,2328,1395,2240,2936,4057,414,1979,2017,2166,2238,2354,3761,3800,3852,5350,5734,5785,6094,6326,1.0000000000000002,0.25,0.2357022603955159,0.2357022603955159,0.2357022603955159,0.2357022603955159,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.2182178902359924
5204,5204,725,4746,681,1405,3191,5334,3643,8414,2829,2907,6150,2556,2598,3544,3592,5219,6770,7481,696,1.0000000000000002,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2773500981126146,0.2672612419124244,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2108185106778919
5207,5207,2082,6570,409,694,2445,6120,6544,7269,7882,356,1004,1258,3397,5152,5487,6046,6060,7586,8295,1.0000000000000002,0.4216370213557839,0.4216370213557839,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
5211,5211,4222,546,1777,2252,2697,8204,9288,2805,7648,6381,2041,3442,6522,7248,1382,1857,1858,2974,4400,1.0,0.5,0.4,0.4,0.4,0.4,0.3813850356982369,0.3813850356982369,0.3651483716701108,0.3651483716701108,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
5212,5212,3520,7919,9153,6805,5018,4544,8280,8773,92,3618,4239,4932,5163,8142,810,1403,1958,2940,3287,1.0,0.4472135954999579,0.3749999999999999,0.3354101966249684,0.3198010745334156,0.3061862178478972,0.2672612419124243,0.2672612419124243,0.2672612419124243,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
5213,5213,797,7614,409,1442,1958,3981,4153,6021,6515,7326,9072,314,1004,1502,2102,2110,3397,3405,5152,1.0,0.3813850356982369,0.3651483716701108,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5214,5214,3766,3761,5734,5785,5992,6893,1228,1342,1352,1662,2999,3559,3873,5370,6241,6618,7757,8521,73,1.0000000000000002,0.3333333333333333,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222
5215,5215,6232,344,3241,7542,4935,6109,364,1153,1182,1694,2110,3047,4300,6985,7192,8186,8207,3966,2328,1.0,0.4714045207910316,0.392232270276368,0.3749999999999999,0.3198010745334156,0.2499999999999999,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2132007163556104,0.2041241452319315
5217,5217,445,1377,6061,7321,7796,6574,7086,7421,7442,7629,8875,3004,3983,4091,414,458,2017,2166,2967,1.0000000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
5219,5219,2383,2907,3559,8464,2598,3532,3592,696,1090,1427,3437,6213,6510,6804,7897,1405,3191,5727,5334,1.0000000000000002,0.4216370213557839,0.3535533905932737,0.3535533905932737,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2773500981126146
5226,5226,2443,7859,780,915,1519,1723,6175,6203,7730,8842,1264,2328,8112,4057,7768,1979,3089,8414,2181,1.0,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2860387767736777,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.2581988897471611,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2236067977499789
5245,5245,4007,6497,1528,5887,2020,6229,8169,2354,3288,3801,8988,928,2965,5714,5715,5921,6210,6211,6548,1.0,0.6446583712203042,0.6363636363636364,0.4351941398892446,0.2132007163556104,0.1906925178491184,0.1906925178491184,0.1230914909793327,0.1139605764596379,0.1139605764596379,0.1139605764596379,0.1139605764596379,0.1066003581778052,0.1066003581778052,0.1066003581778052,0.1066003581778052,0.1066003581778052,0.1066003581778052,0.1066003581778052,0.1066003581778052
5250,5250,6453,3814,6757,8104,1100,7648,6794,509,3794,6289,7091,7357,422,466,973,1157,1189,1356,1400,1.0000000000000002,0.762770071396474,0.502518907629606,0.3813850356982369,0.3813850356982369,0.3636363636363636,0.3481553119113957,0.3418817293789138,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777,0.2860387767736777
5251,5251,183,8092,2399,6203,6389,8435,1331,4758,7198,420,3004,3983,4091,414,458,2017,2166,2967,3013,1.0000000000000002,0.6666666666666667,0.5270462766947299,0.4444444444444444,0.4216370213557839,0.3333333333333333,0.3333333333333333,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.2721655269759087,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848,0.2519763153394848
5253,5253,8303,6236,6784,7374,8442,2188,9163,1707,2075,4239,5955,6671,6870,6970,7368,7875,7939,8046,8798,1.0,0.6249999999999999,0.3535533905932737,0.3535533905932737,0.3354101966249684,0.3162277660168379,0.2886751345948129,0.2886751345948129,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999
5254,5254,4327,6381,1707,1880,1959,4932,6695,7646,514,2443,7587,7754,0,3358,3913,5226,5333,5338,5818,1.0,0.2886751345948129,0.2672612419124243,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789,0.2236067977499789
5255,5255,1938,4419,8160,296,474,615,938,5938,7013,7467,7865,8406,8629,8636,4345,4631,7961,336,1691,1.0000000000000002,0.4216370213557839,0.4216370213557839,0.3535533905932737,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.2773500981126146,0.2357022603955158
5259,5259,9310,3849,2441,6517,6526,6844,8256,2115,3486,8661,5310,7322,9170,793,1419,1655,1838,3550,5332,1.0,0.5270462766947299,0.5,0.4,0.4,0.4,0.4,0.4,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379
5260,5260,126,2810,3005,3212,5901,6693,7750,8897,1173,6158,8126,8231,9174,2280,7746,161,3442,6522,7617,1.0000000000000002,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3015113445777636,0.3015113445777636,0.2886751345948128,0.2721655269759087,0.2721655269759087,0.2519763153394848,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158
5261,5261,6047,7187,443,8347,16,1211,1878,2334,2445,3647,3673,4809,6011,6356,6544,7404,7630,7857,8428,1.0000000000000002,0.4444444444444444,0.4444444444444444,0.3535533905932737,0.3535533905932737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
5290,5290,2077,3910,4244,5686,6314,199,2014,5332,8103,395,545,617,712,965,1219,1223,1234,1390,1401,1.0,0.4,0.4,0.4,0.4,0.4,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5291,5291,2299,2659,7606,1230,414,2017,2166,3800,5350,7329,7417,650,1625,2582,2910,3873,5295,6018,631,1.0000000000000002,0.408248290463863,0.3651483716701108,0.3651483716701108,0.3481553119113957,0.3273268353539886,0.3273268353539886,0.3273268353539886,0.3273268353539886,0.3273268353539886,0.3273268353539886,0.3273268353539886,0.3061862178478972,0.3061862178478972,0.3061862178478972,0.3061862178478972,0.3061862178478972,0.3061862178478972,0.3061862178478972,0.2886751345948128
5293,5293,2149,8842,7768,8414,2907,5955,7615,1710,2085,2376,2438,3154,3530,3592,4600,6813,7089,8829,725,1.0000000000000002,0.3333333333333333,0.3015113445777636,0.2721655269759087,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2108185106778919
5294,5294,6153,6526,7147,8044,4108,2873,3640,8595,98,2263,3484,6950,46,192,395,510,607,811,935,1.0,0.4,0.4,0.4,0.4,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5295,5295,35,51,1735,414,2017,2166,3800,5350,7329,7417,650,1625,2299,2582,2910,3873,6018,444,631,1.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.4008918628686365,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.3749999999999999,0.3535533905932737,0.3535533905932737
5296,5296,3013,7995,4900,7421,8295,7789,2368,816,3004,3983,4091,414,458,2017,2166,2967,3800,4005,4284,1.0,0.3585685828003181,0.3162277660168379,0.3,0.3,0.3,0.2860387767736777,0.282842712474619,0.2738612787525831,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787,0.2390457218668787
5298,5298,6712,6381,478,6431,6604,2805,7648,6094,2041,5163,5944,1382,1857,1858,2692,2974,3157,3462,4400,1.0000000000000002,0.4444444444444444,0.3779644730092272,0.3162277660168379,0.3162277660168379,0.3162277660168379,0.2886751345948128,0.2886751345948128,0.2519763153394848,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
5299,5299,3441,3761,5734,5785,1662,7757,1367,436,785,792,1194,1879,2401,3016,3790,3846,3879,4144,4540,1.0,0.5,0.3585685828003181,0.3585685828003181,0.3585685828003181,0.3354101966249684,0.3354101966249684,0.3162277660168379,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
5301,5301,2632,5151,7352,484,1727,1988,3741,6812,7964,7394,1691,8160,899,989,1057,2949,6737,7529,7602,1.0000000000000002,0.3813850356982369,0.3813850356982369,0.3813850356982369,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3636363636363636,0.3481553119113957,0.3198010745334156,0.3198010745334156,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636,0.3015113445777636
